BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
c00109_SGB_127...region001	c00109_SGB_127..	SGB_12766_k141_1118988	cyclic-lactone-autoinducer	RiPPs		
c00109_SGB_129...region001	c00109_SGB_129..	SGB_12931_k141_488185	RRE-containing	RiPPs		
c00109_SGB_395...region001	c00109_SGB_395..	SGB_3953_k141_144557	RRE-containing	RiPPs		
c00109_SGB_600...region001	c00109_SGB_600..	SGB_6003_k141_114391	NRPS	NRPS		
c00109_SGB_633...region001	c00109_SGB_633..	SGB_6338_k141_659692	NRPS-like	NRPS		
c00109_SGB_652...region001	c00109_SGB_652..	SGB_6527_k141_1550263	NRPS	NRPS		
c00109_SGB_746...region001	c00109_SGB_746..	SGB_7469_k141_1592247	ranthipeptide	RiPPs		
c00109_SGB_961...region001	c00109_SGB_961..	SGB_9617_k141_1124686	RRE-containing	RiPPs		
c00109_SGB_982...region001	c00109_SGB_982..	SGB_9824_k141_1896515	cyclic-lactone-autoinducer	RiPPs		
c00110_SGB_109...region001	c00110_SGB_109..	SGB_10987_k141_2432951	ranthipeptide	RiPPs		
c00110_SGB_110...region001	c00110_SGB_110..	SGB_11005_k141_801797	betalactone	Others		
c00110_SGB_128...region001	c00110_SGB_128..	SGB_12825_k141_829611	RRE-containing	RiPPs		
c00110_SGB_502...region001	c00110_SGB_502..	SGB_5022_k141_1030572	betalactone	Others		
c00110_SGB_568...region001	c00110_SGB_568..	SGB_5686_k141_1982551	betalactone	Others		
c00110_SGB_599...region001	c00110_SGB_599..	SGB_5997_k141_2178328	other	Others		
c00110_SGB_650...region001	c00110_SGB_650..	SGB_6500_k141_1440170	RRE-containing	RiPPs		
c00110_SGB_711...region001	c00110_SGB_711..	SGB_7115_k141_1964361	ranthipeptide	RiPPs		
c00110_SGB_793...region001	c00110_SGB_793..	SGB_793_k141_966973	betalactone	Others		
c00110_SGB_828...region001	c00110_SGB_828..	SGB_8288_k141_1365707	RRE-containing	RiPPs		
c00110_SGB_886...region001	c00110_SGB_886..	SGB_8864_k141_901166	NRPS	NRPS		
c00110_SGB_892...region001	c00110_SGB_892..	SGB_892_k141_994469	ranthipeptide	RiPPs		
c00110_SGB_949...region001	c00110_SGB_949..	SGB_949_k141_1481338	ranthipeptide	RiPPs		
c00111_SGB_104...region001	c00111_SGB_104..	SGB_10451_k141_1109410	RRE-containing	RiPPs		
c00111_SGB_105...region001	c00111_SGB_105..	SGB_10501_k141_215843	betalactone	Others		
c00111_SGB_114...region001	c00111_SGB_114..	SGB_11471_k141_3250029	ranthipeptide	RiPPs		
c00111_SGB_126...region001	c00111_SGB_126..	SGB_12675_k141_534087	RRE-containing	RiPPs		
c00111_SGB_132...region001	c00111_SGB_132..	SGB_13207_k141_880443	NRPS	NRPS		
c00111_SGB_420...region001	c00111_SGB_420..	SGB_4200_k141_1730571	thioamitides	RiPPs		
c00111_SGB_438...region001	c00111_SGB_438..	SGB_4383_k141_476317	betalactone	Others		
c00111_SGB_479...region001	c00111_SGB_479..	SGB_4797_k141_180558	RRE-containing	RiPPs		
c00111_SGB_630...region001	c00111_SGB_630..	SGB_6305_k141_364897	ranthipeptide	RiPPs		
c00111_SGB_651...region001	c00111_SGB_651..	SGB_6515_k141_2588348	betalactone	Others		
c00111_SGB_693...region001	c00111_SGB_693..	SGB_693_k141_1558805	ranthipeptide	RiPPs		
c00112_SGB_101...region001	c00112_SGB_101..	SGB_10147_k141_697370	ranthipeptide	RiPPs		
c00112_SGB_104...region001	c00112_SGB_104..	SGB_10428_k141_1628719	ranthipeptide	RiPPs		
c00112_SGB_111...region001	c00112_SGB_111..	SGB_11181_k141_275937	betalactone	Others		
c00112_SGB_117...region001	c00112_SGB_117..	SGB_11774_k141_143368	RRE-containing	RiPPs		
c00112_SGB_124...region001	c00112_SGB_124..	SGB_12445_k141_394267	ranthipeptide	RiPPs		
c00112_SGB_130...region001	c00112_SGB_130..	SGB_13001_k141_563842	ranthipeptide	RiPPs		
c00112_SGB_390...region001	c00112_SGB_390..	SGB_3908_k141_389043	NRPS	NRPS		
c00112_SGB_536...region001	c00112_SGB_536..	SGB_5368_k141_3110258	ranthipeptide	RiPPs		
c00112_SGB_601...region001	c00112_SGB_601..	SGB_6010_k141_506957	betalactone	Others		
c00112_SGB_652...region001	c00112_SGB_652..	SGB_6527_k141_966106	NRPS	NRPS		
c00112_SGB_702...region001	c00112_SGB_702..	SGB_7025_k141_971491	RRE-containing	RiPPs		
c00112_SGB_735...region001	c00112_SGB_735..	SGB_7357_k141_1193008	ranthipeptide	RiPPs		
c00112_SGB_824...region001	c00112_SGB_824..	SGB_8248_k141_3403047	RRE-containing	RiPPs		
c00112_SGB_883...region001	c00112_SGB_883..	SGB_8838_k141_835379	ranthipeptide	RiPPs		
c00112_SGB_990...region001	c00112_SGB_990..	SGB_9906_k141_380088	betalactone	Others		
c00113_SGB_105...region001	c00113_SGB_105..	SGB_10527_k141_932146	RRE-containing	RiPPs		
c00113_SGB_110...region001	c00113_SGB_110..	SGB_11030_k141_4629066	cyclic-lactone-autoinducer	RiPPs		
c00113_SGB_116...region001	c00113_SGB_116..	SGB_11686_k141_692315	ranthipeptide	RiPPs		
c00113_SGB_126...region001	c00113_SGB_126..	SGB_12676_k141_1176381	ranthipeptide	RiPPs		
c00113_SGB_443...region001	c00113_SGB_443..	SGB_4437_k141_1911861	ranthipeptide	RiPPs		
c00113_SGB_473...region001	c00113_SGB_473..	SGB_4731_k141_1393335	RRE-containing	RiPPs		
c00113_SGB_505...region001	c00113_SGB_505..	SGB_5058_k141_1146492	RRE-containing	RiPPs		
c00113_SGB_789...region001	c00113_SGB_789..	SGB_7893_k141_1851278	ranthipeptide	RiPPs		
c00113_SGB_874...region001	c00113_SGB_874..	SGB_874_k141_1462131	ranthipeptide	RiPPs		
c00114_SGB_103...region001	c00114_SGB_103..	SGB_10395_k141_1465888	ranthipeptide	RiPPs		
c00114_SGB_105...region001	c00114_SGB_105..	SGB_10591_k141_655450	RRE-containing	RiPPs		
c00114_SGB_109...region001	c00114_SGB_109..	SGB_10987_k141_1182112	NRPS-like	NRPS		
c00114_SGB_122...region001	c00114_SGB_122..	SGB_12244_k141_375620	ranthipeptide	RiPPs		
c00114_SGB_125...region001	c00114_SGB_125..	SGB_12574_k141_2485630	ranthipeptide	RiPPs		
c00114_SGB_128...region001	c00114_SGB_128..	SGB_12885_k141_1317086	betalactone	Others		
c00114_SGB_129...region001	c00114_SGB_129..	SGB_12965_k141_1155352	terpene	Terpene		
c00114_SGB_131...region001	c00114_SGB_131..	SGB_13147_k141_1363160	betalactone.NRPS-like	Others		
c00114_SGB_133...region001	c00114_SGB_133..	SGB_13381_k141_1009737	RiPP-like	RiPPs		
c00114_SGB_417...region001	c00114_SGB_417..	SGB_4176_k141_476671	RRE-containing	RiPPs		
c00114_SGB_423...region001	c00114_SGB_423..	SGB_4233_k141_1007213	betalactone	Others		
c00114_SGB_495...region001	c00114_SGB_495..	SGB_4955_k141_1099927	RRE-containing	RiPPs		
c00114_SGB_602...region001	c00114_SGB_602..	SGB_6020_k141_376782	RRE-containing	RiPPs		
c00114_SGB_726...region001	c00114_SGB_726..	SGB_7264_k141_3831857	betalactone	Others		
c00114_SGB_755...region001	c00114_SGB_755..	SGB_7554_k141_1113961	RRE-containing	RiPPs		
c00114_SGB_787...region001	c00114_SGB_787..	SGB_7877_k141_1607304	ranthipeptide	RiPPs		
c00114_SGB_872...region001	c00114_SGB_872..	SGB_8725_k141_618808	betalactone	Others		
c00114_SGB_963...region001	c00114_SGB_963..	SGB_963_k141_775315	RRE-containing	RiPPs		
c00114_SGB_985...region001	c00114_SGB_985..	SGB_9854_k141_1317704	RRE-containing	RiPPs		
c00115_SGB_110...region001	c00115_SGB_110..	SGB_11052_k141_1318374	RRE-containing	RiPPs		
c00115_SGB_122...region001	c00115_SGB_122..	SGB_1228_k141_624409	betalactone	Others		
c00115_SGB_482...region001	c00115_SGB_482..	SGB_4826_k141_3026644	ranthipeptide	RiPPs		
c00115_SGB_520...region001	c00115_SGB_520..	SGB_5200_k141_2189594	RRE-containing	RiPPs		
c00115_SGB_613...region001	c00115_SGB_613..	SGB_6137_k141_987055	NRPS-like	NRPS		
c00115_SGB_638...region001	c00115_SGB_638..	SGB_6383_k141_696675	betalactone	Others		
c00115_SGB_698...region001	c00115_SGB_698..	SGB_6983_k141_1010578	RRE-containing	RiPPs		
c00115_SGB_801...region001	c00115_SGB_801..	SGB_8015_k141_1482966	RRE-containing	RiPPs		
c00115_SGB_887...region001	c00115_SGB_887..	SGB_8876_k141_353294	ranthipeptide	RiPPs		
c00115_SGB_897...region001	c00115_SGB_897..	SGB_8970_k141_2051089	RRE-containing	RiPPs		
c00115_SGB_900...region001	c00115_SGB_900..	SGB_9005_k141_503382	terpene	Terpene		
c00115_SGB_957...region001	c00115_SGB_957..	SGB_9572_k141_2029139	RRE-containing	RiPPs		
c00115_SGB_985...region001	c00115_SGB_985..	SGB_9854_k141_826732	RRE-containing	RiPPs		
c00116_SGB_101...region001	c00116_SGB_101..	SGB_10121_k141_1059129	ranthipeptide	RiPPs		
c00116_SGB_108...region001	c00116_SGB_108..	SGB_10820_k141_2873811	ranthipeptide	RiPPs		
c00116_SGB_114...region001	c00116_SGB_114..	SGB_11437_k141_1170428	ranthipeptide	RiPPs		
c00116_SGB_117...region001	c00116_SGB_117..	SGB_11776_k141_65222	ranthipeptide	RiPPs		
c00116_SGB_120...region001	c00116_SGB_120..	SGB_12030_k141_385722	betalactone	Others		
c00116_SGB_122...region001	c00116_SGB_122..	SGB_12202_k141_395470	cyclic-lactone-autoinducer	RiPPs		
c00116_SGB_123...region001	c00116_SGB_123..	SGB_12386_k141_98926	cyclic-lactone-autoinducer	RiPPs		
c00116_SGB_125...region001	c00116_SGB_125..	SGB_12547_k141_1229532	RRE-containing	RiPPs		
c00116_SGB_128...region001	c00116_SGB_128..	SGB_12891_k141_274951	RRE-containing	RiPPs		
c00116_SGB_129...region001	c00116_SGB_129..	SGB_12970_k141_246650	RRE-containing	RiPPs		
c00116_SGB_552...region001	c00116_SGB_552..	SGB_5521_k141_694939	arylpolyene	Others		
c00116_SGB_593...region001	c00116_SGB_593..	SGB_593_k141_1129131	RRE-containing	RiPPs		
c00116_SGB_627...region001	c00116_SGB_627..	SGB_6272_k141_888644	NRPS-like	NRPS		
c00116_SGB_815...region001	c00116_SGB_815..	SGB_815_k141_3255819	betalactone	Others		
c00116_SGB_869...region001	c00116_SGB_869..	SGB_8695_k141_3234392	RRE-containing	RiPPs		
c00116_SGB_925...region001	c00116_SGB_925..	SGB_9255_k141_961371	RRE-containing	RiPPs		
c00116_SGB_950...region001	c00116_SGB_950..	SGB_9508_k141_1811754	RRE-containing	RiPPs		
c00116_SGB_976...region001	c00116_SGB_976..	SGB_9762_k141_286998	betalactone	Others		
c00117_SGB_103...region001	c00117_SGB_103..	SGB_10325_k141_548152	betalactone	Others		
c00117_SGB_107...region001	c00117_SGB_107..	SGB_10776_k141_1537562	ranthipeptide	RiPPs		
c00117_SGB_109...region001	c00117_SGB_109..	SGB_10903_k141_3782307	ranthipeptide	RiPPs		
c00117_SGB_112...region001	c00117_SGB_112..	SGB_11233_k141_994729	ranthipeptide	RiPPs		
c00117_SGB_121...region001	c00117_SGB_121..	SGB_12132_k141_1825769	RRE-containing	RiPPs		
c00117_SGB_128...region001	c00117_SGB_128..	SGB_1283_k141_440261	betalactone.NRPS-like	Others		
c00117_SGB_131...region001	c00117_SGB_131..	SGB_13156_k141_781582	RRE-containing	RiPPs		
c00117_SGB_404...region001	c00117_SGB_404..	SGB_404_k141_2967948	ranthipeptide	RiPPs		
c00117_SGB_438...region001	c00117_SGB_438..	SGB_4384_k141_118996	hserlactone	Others		
c00117_SGB_500...region001	c00117_SGB_500..	SGB_5004_k141_250995	ranthipeptide	RiPPs		
c00117_SGB_524...region001	c00117_SGB_524..	SGB_5246_k141_2221410	arylpolyene	Others		
c00117_SGB_647...region001	c00117_SGB_647..	SGB_6473_k141_1586729	terpene	Terpene		
c00117_SGB_841...region001	c00117_SGB_841..	SGB_8419_k141_3400874	RRE-containing.lanthipeptide-class-ii	RiPPs		
c00117_SGB_897...region001	c00117_SGB_897..	SGB_8970_k141_2653705	betalactone	Others		
c00117_SGB_89_...region001	c00117_SGB_89_..	SGB_89_k141_1574466	RRE-containing	RiPPs		
c00118_SGB_104...region001	c00118_SGB_104..	SGB_10446_k141_929665	NRPS-like	NRPS		
c00118_SGB_119...region001	c00118_SGB_119..	SGB_11965_k141_310834	ranthipeptide	RiPPs		
c00118_SGB_125...region001	c00118_SGB_125..	SGB_12574_k141_781859	NRPS-like	NRPS		
c00118_SGB_137...region001	c00118_SGB_137..	SGB_13782_k141_906778	ranthipeptide	RiPPs		
c00118_SGB_530...region001	c00118_SGB_530..	SGB_5304_k141_1419496	betalactone	Others		
c00118_SGB_544...region001	c00118_SGB_544..	SGB_5449_k141_1319530	hserlactone	Others		
c00118_SGB_689...region001	c00118_SGB_689..	SGB_6894_k141_1128465	RRE-containing	RiPPs		
c00118_SGB_766...region001	c00118_SGB_766..	SGB_766_k141_2857939	ranthipeptide	RiPPs		
c00118_SGB_941...region001	c00118_SGB_941..	SGB_9410_k141_1043874	RRE-containing	RiPPs		
c00119_SGB_114...region001	c00119_SGB_114..	SGB_11422_k141_650192	RRE-containing	RiPPs		
c00119_SGB_122...region001	c00119_SGB_122..	SGB_12272_k141_2055462	ranthipeptide	RiPPs		
c00119_SGB_126...region001	c00119_SGB_126..	SGB_12626_k141_120652	ranthipeptide	RiPPs		
c00119_SGB_127...region001	c00119_SGB_127..	SGB_12722_k141_171071	ranthipeptide	RiPPs		
c00119_SGB_409...region001	c00119_SGB_409..	SGB_4098_k141_95289	arylpolyene	Others		
c00119_SGB_480...region001	c00119_SGB_480..	SGB_480_k141_1216100	ranthipeptide	RiPPs		
c00119_SGB_591...region001	c00119_SGB_591..	SGB_5916_k141_1627378	NRPS-like	NRPS		
c00119_SGB_592...region001	c00119_SGB_592..	SGB_5920_k141_1934648	terpene	Terpene		
c00119_SGB_682...region001	c00119_SGB_682..	SGB_682_k141_10421	betalactone	Others		
c00119_SGB_842...region001	c00119_SGB_842..	SGB_8428_k141_1666322	ranthipeptide	RiPPs		
c00119_SGB_924...region001	c00119_SGB_924..	SGB_9245_k141_1381858	ranthipeptide	RiPPs		
c00120_SGB_100...region001	c00120_SGB_100..	SGB_10088_k141_1035355	RRE-containing	RiPPs		
c00120_SGB_101...region001	c00120_SGB_101..	SGB_10179_k141_47096	cyclic-lactone-autoinducer	RiPPs		
c00120_SGB_112...region001	c00120_SGB_112..	SGB_11221_k141_2401831	ranthipeptide	RiPPs		
c00120_SGB_117...region001	c00120_SGB_117..	SGB_11788_k141_462900	betalactone	Others		
c00120_SGB_358...region001	c00120_SGB_358..	SGB_3580_k141_2083451	NRPS-like	NRPS		
c00120_SGB_371...region001	c00120_SGB_371..	SGB_3714_k141_987640	T1PKS.hglE-KS	PKSother		
c00120_SGB_382...region001	c00120_SGB_382..	SGB_3825_k141_766770	cyclic-lactone-autoinducer	RiPPs		
c00120_SGB_408...region001	c00120_SGB_408..	SGB_4081_k141_2301432	ranthipeptide	RiPPs		
c00120_SGB_464...region001	c00120_SGB_464..	SGB_4643_k141_3727539	cyclic-lactone-autoinducer	RiPPs		
c00120_SGB_476...region001	c00120_SGB_476..	SGB_4767_k141_724271	betalactone	Others		
c00120_SGB_505...region001	c00120_SGB_505..	SGB_5059_k141_1344276	ranthipeptide	RiPPs		
c00120_SGB_514...region001	c00120_SGB_514..	SGB_514_k141_458772	RRE-containing	RiPPs		
c00120_SGB_551...region001	c00120_SGB_551..	SGB_5517_k141_620924	NRPS-like	NRPS		
c00120_SGB_586...region001	c00120_SGB_586..	SGB_5868_k141_2150416	NRPS	NRPS		
c00120_SGB_599...region001	c00120_SGB_599..	SGB_5996_k141_2623154	NRPS	NRPS		
c00120_SGB_628...region001	c00120_SGB_628..	SGB_6284_k141_2021547	other	Others		
c00121_SGB_103...region001	c00121_SGB_103..	SGB_10303_k141_25159	betalactone.RRE-containing	Others		
c00121_SGB_109...region001	c00121_SGB_109..	SGB_10995_k141_1280208	RRE-containing	RiPPs		
c00121_SGB_114...region001	c00121_SGB_114..	SGB_11450_k141_2416240	RRE-containing	RiPPs		
c00121_SGB_121...region001	c00121_SGB_121..	SGB_12196_k141_394534	ranthipeptide	RiPPs		
c00121_SGB_126...region001	c00121_SGB_126..	SGB_12697_k141_1012525	betalactone	Others		
c00121_SGB_131...region001	c00121_SGB_131..	SGB_13114_k141_997051	NRPS-like	NRPS		
c00121_SGB_133...region001	c00121_SGB_133..	SGB_13332_k141_959487	RRE-containing	RiPPs		
c00121_SGB_358...region001	c00121_SGB_358..	SGB_3583_k141_2442858	arylpolyene	Others		
c00121_SGB_525...region001	c00121_SGB_525..	SGB_5255_k141_1106383	betalactone	Others		
c00121_SGB_593...region001	c00121_SGB_593..	SGB_5935_k141_287797	NRPS-like	NRPS		
c00121_SGB_605...region001	c00121_SGB_605..	SGB_6058_k141_2618262	NRPS-like	NRPS		
c00121_SGB_653...region001	c00121_SGB_653..	SGB_6530_k141_2507371	betalactone	Others		
c00121_SGB_823...region001	c00121_SGB_823..	SGB_8234_k141_530011	ranthipeptide	RiPPs		
c00121_SGB_836...region001	c00121_SGB_836..	SGB_8365_k141_2519307	RRE-containing	RiPPs		
c00121_SGB_850...region001	c00121_SGB_850..	SGB_8507_k141_104813	RRE-containing	RiPPs		
c00121_SGB_862...region001	c00121_SGB_862..	SGB_8620_k141_134732	RRE-containing	RiPPs		
c00121_SGB_960...region001	c00121_SGB_960..	SGB_9600_k141_1924379	ranthipeptide	RiPPs		
c00122_SGB_120...region001	c00122_SGB_120..	SGB_12001_k141_171951	RRE-containing	RiPPs		
c00122_SGB_123...region001	c00122_SGB_123..	SGB_12340_k141_708701	ranthipeptide	RiPPs		
c00122_SGB_553...region001	c00122_SGB_553..	SGB_5531_k141_243172	RRE-containing	RiPPs		
c00122_SGB_603...region001	c00122_SGB_603..	SGB_6039_k141_494550	betalactone	Others		
c00122_SGB_683...region001	c00122_SGB_683..	SGB_683_k141_1191681	RRE-containing	RiPPs		
c00122_SGB_734...region001	c00122_SGB_734..	SGB_7346_k141_506963	RRE-containing	RiPPs		
c00122_SGB_814...region001	c00122_SGB_814..	SGB_8143_k141_519208	arylpolyene	Others		
c00122_SGB_864...region001	c00122_SGB_864..	SGB_8647_k141_1504279	RRE-containing	RiPPs		
c00123_SGB_108...region001	c00123_SGB_108..	SGB_10837_k141_1104825	NRPS	NRPS		
c00123_SGB_113...region001	c00123_SGB_113..	SGB_11329_k141_1929610	arylpolyene	Others		
c00123_SGB_390...region001	c00123_SGB_390..	SGB_3906_k141_617972	NRPS-like	NRPS		
c00123_SGB_453...region001	c00123_SGB_453..	SGB_4538_k141_4171766	betalactone	Others		
c00123_SGB_480...region001	c00123_SGB_480..	SGB_480_k141_2169403	NRPS-like	NRPS		
c00123_SGB_501...region001	c00123_SGB_501..	SGB_501_k141_497807	RRE-containing	RiPPs		
c00123_SGB_507...region001	c00123_SGB_507..	SGB_5075_k141_667790	betalactone	Others		
c00123_SGB_519...region001	c00123_SGB_519..	SGB_5195_k141_1676738	betalactone	Others		
c00123_SGB_586...region001	c00123_SGB_586..	SGB_5863_k141_1840097	RRE-containing	RiPPs		
c00123_SGB_589...region001	c00123_SGB_589..	SGB_5894_k141_689463	RRE-containing	RiPPs		
c00123_SGB_602...region001	c00123_SGB_602..	SGB_6020_k141_1899017	cyclic-lactone-autoinducer	RiPPs		
c00123_SGB_912...region001	c00123_SGB_912..	SGB_9129_k141_2882529	NRPS-like	NRPS		
c00123_SGB_931...region001	c00123_SGB_931..	SGB_9316_k141_1966542	ranthipeptide	RiPPs		
c00124_SGB_101...region001	c00124_SGB_101..	SGB_10134_k141_1657151	RRE-containing	RiPPs		
c00124_SGB_107...region001	c00124_SGB_107..	SGB_10704_k141_347898	ranthipeptide	RiPPs		
c00124_SGB_109...region001	c00124_SGB_109..	SGB_10968_k141_902645	terpene	Terpene		
c00124_SGB_119...region001	c00124_SGB_119..	SGB_11969_k141_182467	ranthipeptide	RiPPs		
c00124_SGB_130...region001	c00124_SGB_130..	SGB_13000_k141_923492	ranthipeptide	RiPPs		
c00124_SGB_132...region001	c00124_SGB_132..	SGB_13208_k141_154688	betalactone	Others		
c00124_SGB_422...region001	c00124_SGB_422..	SGB_4227_k141_1908683	RRE-containing.arylpolyene	Others		
c00124_SGB_459...region001	c00124_SGB_459..	SGB_4592_k141_43590	RRE-containing	RiPPs		
c00124_SGB_495...region001	c00124_SGB_495..	SGB_4958_k141_1721989	ranthipeptide	RiPPs		
c00124_SGB_522...region001	c00124_SGB_522..	SGB_5223_k141_1146683	NRPS-like	NRPS		
c00124_SGB_553...region001	c00124_SGB_553..	SGB_5537_k141_2509261	betalactone	Others		
c00124_SGB_612...region001	c00124_SGB_612..	SGB_6125_k141_1381657	NRPS	NRPS		
c00124_SGB_633...region001	c00124_SGB_633..	SGB_6338_k141_688579	ranthipeptide	RiPPs		
c00124_SGB_662...region001	c00124_SGB_662..	SGB_6622_k141_1831332	ranthipeptide	RiPPs		
c00124_SGB_909...region001	c00124_SGB_909..	SGB_9091_k141_3286885	NRPS-like	NRPS		
c00124_SGB_914...region001	c00124_SGB_914..	SGB_9141_k141_1440682	ranthipeptide	RiPPs		
c00124_SGB_958...region001	c00124_SGB_958..	SGB_9586_k141_1741122	RRE-containing	RiPPs		
c00125_SGB_111...region001	c00125_SGB_111..	SGB_11168_k141_338052	betalactone	Others		
c00125_SGB_112...region001	c00125_SGB_112..	SGB_11222_k141_1076638	NRPS	NRPS		
c00125_SGB_117...region001	c00125_SGB_117..	SGB_11791_k141_183107	ranthipeptide	RiPPs		
c00125_SGB_118...region001	c00125_SGB_118..	SGB_11828_k141_326497	ranthipeptide	RiPPs		
c00125_SGB_123...region001	c00125_SGB_123..	SGB_12318_k141_261455	RRE-containing	RiPPs		
c00125_SGB_470...region001	c00125_SGB_470..	SGB_470_k141_1123132	RRE-containing	RiPPs		
c00125_SGB_582...region001	c00125_SGB_582..	SGB_5826_k141_1719410	RRE-containing	RiPPs		
c00125_SGB_594...region001	c00125_SGB_594..	SGB_5949_k141_1819705	arylpolyene	Others		
c00125_SGB_694...region001	c00125_SGB_694..	SGB_6946_k141_2803091	ranthipeptide	RiPPs		
c00125_SGB_761...region001	c00125_SGB_761..	SGB_7614_k141_3750092	RRE-containing	RiPPs		
c00125_SGB_916...region001	c00125_SGB_916..	SGB_9169_k141_3127323	cyclic-lactone-autoinducer	RiPPs		
c00126_SGB_101...region001	c00126_SGB_101..	SGB_10134_k141_769323	betalactone	Others		
c00126_SGB_104...region001	c00126_SGB_104..	SGB_10427_k141_721405	betalactone	Others		
c00126_SGB_111...region001	c00126_SGB_111..	SGB_11177_k141_865866	RRE-containing	RiPPs		
c00126_SGB_116...region001	c00126_SGB_116..	SGB_11661_k141_1124802	RRE-containing	RiPPs		
c00126_SGB_129...region001	c00126_SGB_129..	SGB_12923_k141_2124756	RRE-containing	RiPPs		
c00126_SGB_631...region001	c00126_SGB_631..	SGB_6313_k141_1019549	ranthipeptide	RiPPs		
c00126_SGB_653...region001	c00126_SGB_653..	SGB_6534_k141_983246	terpene	Terpene		
c00126_SGB_775...region001	c00126_SGB_775..	SGB_7757_k141_254886	NRPS-like	NRPS		
c00127_SGB_105...region001	c00127_SGB_105..	SGB_10547_k141_319818	RRE-containing	RiPPs		
c00127_SGB_106...region001	c00127_SGB_106..	SGB_10613_k141_2018875	betalactone	Others		
c00127_SGB_110...region001	c00127_SGB_110..	SGB_11047_k141_3411225	ranthipeptide	RiPPs		
c00127_SGB_112...region001	c00127_SGB_112..	SGB_11278_k141_1803009	RRE-containing	RiPPs		
c00127_SGB_133...region001	c00127_SGB_133..	SGB_1332_k141_249404	betalactone	Others		
c00127_SGB_385...region001	c00127_SGB_385..	SGB_3854_k141_287373	ranthipeptide	RiPPs		
c00127_SGB_604...region001	c00127_SGB_604..	SGB_6045_k141_99313	NRPS-like	NRPS		
c00127_SGB_775...region001	c00127_SGB_775..	SGB_7757_k141_1643024	ranthipeptide	RiPPs		
c00127_SGB_811...region001	c00127_SGB_811..	SGB_8117_k141_324664	RRE-containing	RiPPs		
c00127_SGB_884...region001	c00127_SGB_884..	SGB_8848_k141_2981510	lanthipeptide-class-ii	RiPPs		
c00127_SGB_972...region001	c00127_SGB_972..	SGB_9723_k141_707806	RRE-containing	RiPPs		
c00128_SGB_113...region001	c00128_SGB_113..	SGB_11329_k141_2520043	terpene	Terpene		
c00128_SGB_118...region001	c00128_SGB_118..	SGB_11825_k141_236129	RRE-containing	RiPPs		
c00128_SGB_121...region001	c00128_SGB_121..	SGB_12196_k141_469208	betalactone	Others		
c00128_SGB_128...region001	c00128_SGB_128..	SGB_12843_k141_707558	arylpolyene	Others		
c00128_SGB_133...region001	c00128_SGB_133..	SGB_13396_k141_1577479	terpene	Terpene		
c00128_SGB_352...region001	c00128_SGB_352..	SGB_3525_k141_317833	NRPS	NRPS		
c00128_SGB_521...region001	c00128_SGB_521..	SGB_5213_k141_1656045	RRE-containing	RiPPs		
c00128_SGB_543...region001	c00128_SGB_543..	SGB_5430_k141_2467532	RRE-containing	RiPPs		
c00128_SGB_548...region001	c00128_SGB_548..	SGB_5483_k141_84069	ranthipeptide	RiPPs		
c00128_SGB_567...region001	c00128_SGB_567..	SGB_5679_k141_3332214	NRPS-like.NRPS	NRPS		
c00128_SGB_614...region001	c00128_SGB_614..	SGB_6140_k141_1026343	arylpolyene	Others		
c00128_SGB_652...region001	c00128_SGB_652..	SGB_6526_k141_973563	ranthipeptide	RiPPs		
c00128_SGB_734...region001	c00128_SGB_734..	SGB_7346_k141_1977077	betalactone	Others		
c00128_SGB_912...region001	c00128_SGB_912..	SGB_9129_k141_3168875	RRE-containing	RiPPs		
c00128_SGB_925...region001	c00128_SGB_925..	SGB_9255_k141_1908607	NRPS	NRPS		
c00128_SGB_991...region001	c00128_SGB_991..	SGB_9914_k141_2230927	ranthipeptide	RiPPs		
c00129_SGB_123...region001	c00129_SGB_123..	SGB_12307_k141_1698438	ranthipeptide	RiPPs		
c00129_SGB_128...region001	c00129_SGB_128..	SGB_12843_k141_687189	arylpolyene	Others		
c00129_SGB_365...region001	c00129_SGB_365..	SGB_3651_k141_2629850	NRPS	NRPS		
c00129_SGB_424...region001	c00129_SGB_424..	SGB_4244_k141_444052	RRE-containing	RiPPs		
c00129_SGB_856...region001	c00129_SGB_856..	SGB_8565_k141_30374	ranthipeptide	RiPPs		
c00129_SGB_871...region001	c00129_SGB_871..	SGB_8713_k141_1738119	NRPS-like	NRPS		
c00129_SGB_886...region001	c00129_SGB_886..	SGB_8864_k141_481879	NRPS	NRPS		
c00129_SGB_919...region001	c00129_SGB_919..	SGB_9191_k141_1551668	NRPS	NRPS		
c00129_SGB_934...region001	c00129_SGB_934..	SGB_9342_k141_1012992	ranthipeptide	RiPPs		
c00130_SGB_101...region001	c00130_SGB_101..	SGB_10125_k141_1053143	ranthipeptide	RiPPs		
c00130_SGB_103...region001	c00130_SGB_103..	SGB_10308_k141_1440171	RRE-containing	RiPPs		
c00130_SGB_108...region001	c00130_SGB_108..	SGB_10834_k141_3032061	betalactone	Others		
c00130_SGB_111...region001	c00130_SGB_111..	SGB_11181_k141_2326237	ranthipeptide	RiPPs		
c00130_SGB_113...region001	c00130_SGB_113..	SGB_11308_k141_1208582	ranthipeptide	RiPPs		
c00130_SGB_118...region001	c00130_SGB_118..	SGB_11803_k141_744727	RiPP-like	RiPPs		
